age,revenu_annuel,montant_credit,duree_mois,anciennete_emploi,nb_credits_en_cours,taux_endettement,historique,type_credit,defaut
26,32000,16400,84,1.1,4,7.3,neutre,immobilier,0
62,15300,23200,60,3.1,3,30.3,mauvais,revolving,0
40,71000,24300,24,2.9,2,17.1,bon,immobilier,0
52,30900,23100,60,0.4,4,15.0,bon,revolving,1
47,46800,22000,60,6.9,0,9.4,neutre,personnel,0
34,51000,19700,60,1.0,5,7.7,neutre,auto,0
66,19500,18000,60,8.3,2,18.5,neutre,immobilier,0
31,22900,67800,48,15.9,5,74.0,neutre,revolving,0
21,78700,27400,48,4.0,3,8.7,bon,immobilier,0
57,42000,24600,240,14.7,0,2.9,neutre,auto,0
51,27200,17100,36,2.5,3,21.0,bon,immobilier,1
64,34100,20200,84,8.6,3,8.5,bon,auto,0
42,62500,17200,60,0.9,5,5.5,mauvais,auto,1
20,57900,46000,48,1.9,5,19.9,neutre,revolving,1
21,17400,15900,48,0.3,1,22.8,bon,immobilier,0
41,82200,5600,60,0.4,4,1.4,bon,immobilier,0
32,58900,28000,84,1.7,3,6.8,bon,revolving,1
66,33600,22100,24,2.0,2,32.9,neutre,immobilier,0
25,20000,17900,180,15.2,2,6.0,mauvais,immobilier,0
64,61500,50900,84,1.7,4,11.8,neutre,immobilier,0
30,46100,4000,36,5.7,4,2.9,neutre,auto,0
25,17500,81100,12,16.8,5,80.0,neutre,revolving,1
33,32300,56300,24,17.6,5,80.0,bon,personnel,0
27,173400,17300,24,15.2,1,5.0,bon,personnel,0
40,36600,19600,24,16.5,2,26.8,bon,personnel,0
36,25100,38300,24,0.8,5,76.3,bon,personnel,0
46,21900,39000,240,13.1,5,8.9,bon,personnel,0
46,88100,17300,60,2.7,2,3.9,mauvais,auto,0
20,55500,8700,120,4.5,0,1.6,bon,personnel,0
26,73400,118100,60,9.4,1,32.2,bon,immobilier,0
28,41100,52500,60,2.2,5,25.5,mauvais,revolving,0
29,68000,30000,120,11.7,4,4.4,neutre,revolving,0
24,23800,30400,36,2.4,4,42.6,bon,immobilier,1
35,39400,41600,60,9.4,4,21.1,bon,personnel,0
47,41900,45200,120,3.5,0,10.8,neutre,immobilier,1
35,72500,6200,180,1.7,3,0.6,bon,revolving,0
36,42600,21000,48,3.0,4,12.3,bon,revolving,0
43,26600,19600,120,10.8,0,7.4,neutre,personnel,0
47,37500,24000,60,7.5,3,12.8,bon,revolving,0
36,15700,46100,36,0.4,1,80.0,bon,personnel,0
31,15000,7700,36,1.6,5,17.1,bon,auto,0
40,55000,10500,48,2.2,1,4.8,mauvais,revolving,0
21,30100,16700,36,7.6,1,18.5,mauvais,personnel,0
44,31900,30000,12,0.2,5,80.0,bon,personnel,0
67,55000,48200,24,0.4,3,43.8,bon,immobilier,1
39,73000,84300,120,4.7,5,11.5,bon,immobilier,0
25,47400,22000,120,4.1,3,4.6,neutre,revolving,0
55,95200,48100,120,2.2,1,5.1,bon,immobilier,0
26,46700,44200,60,0.7,1,18.9,neutre,auto,0
29,42200,39300,180,0.4,1,6.2,mauvais,personnel,0
27,41000,26400,48,3.3,4,16.1,bon,revolving,0
64,19100,20300,48,6.0,0,26.6,bon,auto,0
69,58600,12800,48,5.3,4,5.5,bon,personnel,1
48,15000,12200,36,4.6,2,27.1,bon,personnel,0
50,27100,34300,60,3.8,3,25.3,mauvais,personnel,0
52,36700,25900,48,5.8,4,17.6,bon,immobilier,0
50,24500,20100,240,10.4,5,4.1,neutre,auto,0
47,29000,42800,36,3.1,1,49.2,bon,auto,0
69,91100,23400,24,3.2,5,12.8,bon,immobilier,0
56,63100,14200,48,3.0,5,5.6,bon,immobilier,0
24,25800,22300,36,4.4,4,28.8,neutre,revolving,1
39,28700,47800,240,4.2,0,8.3,neutre,immobilier,0
68,19200,13100,60,11.2,0,13.6,bon,auto,0
40,51700,31100,48,2.4,0,15.0,neutre,personnel,0
30,32100,25900,60,1.9,5,16.1,bon,personnel,1
63,15000,15800,48,6.5,5,26.3,bon,personnel,0
51,38200,21900,36,21.7,1,19.1,bon,revolving,0
48,45200,9000,48,3.1,3,5.0,bon,auto,0
41,58800,29000,36,7.5,3,16.4,neutre,revolving,0
26,35000,10300,60,29.4,2,5.9,bon,personnel,0
39,30100,57000,120,13.5,5,18.9,neutre,personnel,0
41,98000,25200,36,2.1,5,8.6,mauvais,personnel,0
66,36400,18000,60,7.1,1,9.9,bon,immobilier,0
35,52000,60600,84,3.6,3,16.6,neutre,revolving,0
27,27700,13100,48,11.5,1,11.8,mauvais,personnel,0
41,51300,15900,48,16.4,0,7.7,bon,revolving,0
69,17500,7500,48,1.4,5,10.7,bon,personnel,0
44,28800,67300,48,7.3,5,58.4,bon,personnel,0
38,19800,99800,48,0.5,0,80.0,bon,personnel,1
53,26800,8300,36,6.1,3,10.3,mauvais,personnel,0
52,67900,15200,48,20.1,1,5.6,bon,auto,0
34,26700,28300,84,12.6,3,15.1,bon,revolving,0
68,52000,18800,48,7.2,1,9.0,bon,revolving,0
49,77500,26300,180,3.6,3,2.3,bon,personnel,0
22,35800,24800,36,10.4,4,23.1,mauvais,immobilier,1
40,59700,35800,48,4.1,0,15.0,neutre,immobilier,0
66,47400,13700,60,7.6,2,5.8,neutre,personnel,0
39,38500,30800,60,3.2,2,16.0,bon,immobilier,0
48,52800,12300,180,3.9,2,1.6,mauvais,personnel,1
50,91100,20200,36,2.7,5,7.4,mauvais,personnel,0
55,26400,8000,48,6.8,5,7.6,mauvais,revolving,1
63,22500,20300,60,12.9,3,18.0,mauvais,auto,0
27,21800,18000,60,22.2,4,16.5,neutre,auto,0
45,59700,52100,84,8.3,2,12.5,neutre,immobilier,0
46,63900,25800,84,7.3,3,5.8,bon,immobilier,0
27,27800,29300,12,3.0,2,80.0,bon,immobilier,0
53,15000,26500,84,2.5,2,25.2,neutre,personnel,0
25,25900,6100,84,2.3,4,3.4,bon,revolving,0
42,47800,6600,60,17.8,5,2.8,neutre,auto,1
36,35100,21500,36,11.3,2,20.4,neutre,immobilier,0
27,39700,32700,180,14.3,1,5.5,neutre,immobilier,0
61,28000,22800,84,1.8,2,11.6,bon,revolving,0
32,60300,14700,36,0.4,5,8.1,mauvais,personnel,0
32,43100,22700,36,4.2,4,17.6,bon,revolving,0
62,48700,21400,84,1.1,1,6.3,neutre,personnel,0
63,39300,46400,180,6.2,3,7.9,bon,personnel,0
21,47200,44600,48,1.5,4,23.6,neutre,revolving,0
33,45700,18300,120,0.5,2,4.0,neutre,personnel,0
55,22800,26000,48,2.6,5,28.5,mauvais,auto,1
58,43800,32600,48,5.9,5,18.6,bon,immobilier,0
69,53900,36200,60,4.3,1,13.4,neutre,immobilier,0
47,64700,85500,24,1.2,3,66.1,bon,revolving,0
20,44700,26400,24,5.5,1,29.5,bon,personnel,0
63,22400,61000,84,0.2,4,38.9,bon,personnel,1
28,24200,11900,36,3.6,0,16.4,neutre,personnel,0
26,29200,17200,36,4.1,3,19.6,mauvais,revolving,0
53,39900,6000,24,1.7,2,7.5,neutre,revolving,0
50,34200,29900,36,0.2,3,29.1,bon,personnel,0
22,20700,42300,36,8.6,3,68.1,bon,immobilier,0
28,20600,4500,36,8.3,5,7.3,bon,immobilier,0
49,15000,30700,180,2.1,0,13.6,bon,revolving,0
32,15000,41100,60,1.7,3,54.8,neutre,immobilier,0
54,34000,39500,60,1.2,0,23.2,bon,auto,0
40,115900,11600,24,2.3,3,5.0,neutre,personnel,0
49,89200,46200,36,3.0,2,17.3,bon,immobilier,0
43,22300,27100,120,7.2,0,12.2,bon,auto,0
38,39100,40700,60,0.5,1,20.8,bon,personnel,0
37,17500,24600,120,6.5,0,14.1,bon,immobilier,0
54,18800,35100,48,8.7,4,46.7,neutre,revolving,1
45,20000,58500,60,1.0,5,58.5,neutre,auto,0
49,32400,23300,60,10.8,1,14.4,mauvais,personnel,0
48,33100,32800,36,11.6,2,33.0,bon,immobilier,0
30,41200,64500,120,6.4,0,15.7,bon,immobilier,0
65,50600,24500,36,0.6,1,16.1,bon,personnel,0
48,30700,12200,48,5.8,0,9.9,neutre,personnel,0
55,37000,43200,24,5.9,5,58.4,neutre,personnel,0
64,21000,73500,60,2.4,1,70.0,mauvais,revolving,0
66,18500,66300,84,5.7,4,51.2,bon,immobilier,0
53,17200,44400,48,3.3,0,64.5,neutre,personnel,0
59,50200,5200,240,3.5,1,0.5,neutre,immobilier,0
43,30700,17200,36,0.6,1,18.7,bon,personnel,0
56,15000,17900,120,6.5,1,11.9,bon,auto,0
36,35200,27800,84,16.9,1,11.3,bon,immobilier,0
55,19400,87700,180,1.4,1,30.1,bon,immobilier,0
24,83300,12600,84,2.6,2,2.2,bon,auto,0
65,27200,129300,48,0.5,1,80.0,neutre,personnel,0
32,51100,20600,48,1.3,3,10.1,bon,immobilier,0
52,62600,15700,120,5.4,2,2.5,neutre,personnel,0
20,22500,48600,120,3.4,3,21.6,bon,personnel,0
27,37700,51400,60,8.4,3,27.3,bon,personnel,0
69,47900,42400,84,3.2,5,12.6,neutre,personnel,0
61,38500,15700,48,1.9,3,10.2,bon,auto,0
31,43500,38200,36,2.6,4,29.3,bon,personnel,0
26,18700,13000,12,3.5,5,69.5,neutre,personnel,1
60,47900,15400,60,0.1,1,6.4,bon,personnel,0
69,28500,25200,60,1.3,5,17.7,bon,personnel,1
28,43200,15200,60,5.6,2,7.0,bon,personnel,0
53,57500,56200,60,8.4,3,19.5,bon,personnel,0
34,50700,17900,36,1.2,4,11.8,neutre,revolving,0
57,43200,23100,36,1.4,1,17.8,bon,personnel,0
40,50100,14500,24,0.7,3,14.5,bon,immobilier,1
26,51200,55600,24,0.3,1,54.3,neutre,auto,0
36,76700,16900,60,3.7,1,4.4,mauvais,revolving,0
46,35700,59800,84,2.7,5,23.9,bon,immobilier,0
59,39400,56800,180,4.6,4,9.6,neutre,personnel,0
21,57900,19700,24,2.6,1,17.0,bon,immobilier,0
67,28400,27500,120,8.7,1,9.7,bon,immobilier,0
52,18600,19300,60,6.2,0,20.8,neutre,immobilier,0
63,46500,39400,36,1.2,2,28.2,bon,personnel,0
66,32800,23500,84,6.5,1,10.2,bon,revolving,0
27,19900,20100,240,17.1,4,5.1,bon,immobilier,0
24,46600,27800,48,0.3,2,14.9,bon,personnel,0
58,74300,8900,60,0.4,5,2.4,mauvais,revolving,0
29,16100,25500,36,6.3,3,52.8,mauvais,immobilier,1
27,60500,42400,36,0.6,5,23.4,bon,revolving,0
43,15000,29600,24,4.6,0,80.0,neutre,personnel,0
65,29700,52400,12,8.9,5,80.0,bon,personnel,0
59,91100,20700,84,4.7,1,3.2,bon,personnel,0
45,30800,19500,24,0.2,2,31.7,bon,auto,1
29,38000,12300,60,12.3,3,6.5,neutre,revolving,0
36,53200,20300,120,6.1,2,3.8,neutre,revolving,0
54,15400,106500,120,2.7,1,69.2,mauvais,auto,0
27,37600,32600,36,0.3,0,28.9,neutre,auto,0
46,37500,17900,24,2.9,2,23.9,bon,personnel,0
20,92100,13300,48,0.7,2,3.6,mauvais,immobilier,0
36,19600,8800,36,3.3,0,15.0,bon,personnel,1
32,30000,15000,48,8.0,4,12.5,mauvais,immobilier,1
54,22800,45800,60,5.7,1,40.2,bon,revolving,0
65,21700,20000,60,4.3,0,18.4,bon,auto,0
27,63800,13800,36,17.3,1,7.2,mauvais,immobilier,0
59,36800,14900,36,21.2,1,13.5,bon,personnel,0
52,27500,42400,120,0.2,1,15.4,mauvais,immobilier,0
68,28000,25400,180,0.6,5,6.0,bon,personnel,1
65,27400,17300,60,7.0,3,12.6,neutre,revolving,0
25,28700,21700,60,11.0,1,15.1,neutre,auto,0
57,19300,126000,60,0.6,3,80.0,bon,personnel,0
49,31900,63200,24,1.0,1,80.0,neutre,immobilier,1
25,30300,75200,120,1.9,5,24.8,bon,personnel,0
32,24900,7900,36,2.9,5,10.6,mauvais,personnel,1
66,39200,24200,60,1.0,3,12.3,mauvais,immobilier,1
47,40900,17100,36,1.8,2,13.9,neutre,immobilier,0
36,27500,39400,84,16.3,0,20.5,mauvais,personnel,0
36,33800,56500,84,6.4,4,23.9,neutre,immobilier,0
61,106900,33800,84,1.8,0,4.5,mauvais,personnel,0
34,104800,14600,48,2.7,1,3.5,neutre,personnel,0
27,21400,16900,60,1.8,3,15.8,neutre,personnel,0
48,23000,41500,60,7.1,1,36.1,mauvais,immobilier,0
69,21400,44500,84,9.8,4,29.7,bon,auto,0
29,61600,29700,48,2.9,1,12.1,bon,immobilier,0
32,29800,29500,60,2.1,5,19.8,mauvais,revolving,0
43,40900,27900,60,2.6,0,13.6,neutre,immobilier,0
29,98600,32500,36,1.6,2,11.0,bon,auto,0
52,36100,44400,60,0.5,2,24.6,bon,immobilier,0
32,51700,41800,24,5.0,5,40.4,neutre,revolving,1
26,47100,27400,84,8.2,4,8.3,bon,immobilier,0
33,27100,26000,48,4.2,5,24.0,bon,auto,0
66,61700,25300,120,5.4,3,4.1,bon,immobilier,1
66,23700,15600,24,7.7,5,32.9,bon,revolving,0
45,71000,15400,48,4.0,2,5.4,mauvais,auto,0
40,27100,39400,36,11.4,0,48.5,bon,auto,0
60,28600,16300,120,1.4,1,5.7,mauvais,personnel,1
29,21100,47600,24,7.8,2,80.0,bon,immobilier,0
52,22900,26000,48,2.0,4,28.4,mauvais,immobilier,0
54,29300,47700,24,18.2,1,80.0,neutre,immobilier,0
55,15000,42000,84,6.0,1,40.0,bon,personnel,0
30,32300,48500,36,7.4,3,50.1,bon,auto,0
55,28200,19300,60,3.6,0,13.7,mauvais,personnel,1
50,53900,35800,36,3.3,5,22.1,neutre,immobilier,1
63,44900,45100,48,6.0,5,25.1,bon,immobilier,0
28,25500,9100,24,2.0,4,17.8,mauvais,immobilier,0
50,28900,88500,60,1.7,5,61.2,bon,revolving,0
61,32300,131400,12,0.6,0,80.0,bon,revolving,0
33,76300,52200,240,0.1,1,3.4,bon,immobilier,0
57,24100,47300,48,3.8,5,49.1,mauvais,personnel,0
24,25300,40600,60,2.2,1,32.1,bon,personnel,0
55,20700,21500,36,0.7,4,34.6,neutre,personnel,0
50,17300,24900,36,2.4,3,48.0,bon,immobilier,0
29,42300,52800,120,26.9,1,12.5,bon,personnel,0
23,40200,13600,84,0.3,2,4.8,bon,immobilier,0
57,69000,12800,60,1.8,2,3.7,mauvais,personnel,1
32,61100,20400,84,0.6,5,4.8,bon,personnel,0
44,120400,42600,36,2.6,3,11.8,mauvais,auto,1
23,35000,14700,180,10.8,2,2.8,bon,revolving,0
68,31900,23000,48,1.0,4,18.0,mauvais,immobilier,1
47,19000,25000,120,8.7,0,13.2,bon,personnel,0
66,51400,13200,84,5.2,1,3.7,bon,personnel,0
28,38500,4900,36,3.7,3,4.2,bon,personnel,0
30,50300,13100,60,3.8,3,5.2,bon,immobilier,0
50,20500,32300,240,4.4,0,7.9,mauvais,immobilier,0
50,43300,37800,12,3.3,1,80.0,bon,auto,0
59,40200,38000,48,4.6,2,23.6,mauvais,immobilier,0
66,38900,41200,60,1.7,0,21.2,neutre,personnel,0
61,25800,17400,36,0.1,3,22.5,neutre,revolving,0
27,65800,14900,36,1.8,5,7.5,bon,revolving,0
35,101200,35000,84,1.2,5,4.9,mauvais,auto,0
65,20800,23200,180,3.2,3,7.4,neutre,revolving,0
47,52100,50800,60,1.3,1,19.5,mauvais,revolving,0
63,15000,35100,180,2.6,4,15.6,bon,immobilier,0
48,50700,66100,24,9.1,3,65.2,bon,auto,0
22,15000,19400,36,7.4,0,43.1,neutre,auto,0
43,27900,56800,24,6.1,0,80.0,neutre,immobilier,0
61,18800,111800,48,2.0,5,80.0,bon,immobilier,1
52,32600,27900,60,1.3,5,17.1,bon,auto,0
26,55200,38200,36,3.6,2,23.1,bon,personnel,0
30,15000,14000,48,8.7,1,23.3,neutre,auto,0
62,30300,50300,60,3.0,0,33.2,bon,immobilier,0
68,28100,59300,60,1.1,1,42.2,bon,immobilier,0
57,80100,19000,60,5.6,0,4.7,bon,immobilier,0
24,45100,40600,60,0.3,0,18.0,bon,revolving,0
50,20200,32700,240,1.0,5,8.1,bon,revolving,0
61,28700,35400,84,0.8,4,17.6,bon,revolving,0
52,79100,47500,180,11.3,4,4.0,neutre,immobilier,1
49,51900,38700,240,0.3,0,3.7,mauvais,auto,0
43,22900,24400,120,0.5,2,10.7,bon,personnel,0
32,31800,48200,24,2.3,3,75.8,mauvais,immobilier,1
34,32300,58600,60,8.8,3,36.3,neutre,personnel,0
57,27800,18300,48,9.3,1,16.5,mauvais,personnel,0
23,15400,26900,24,1.2,2,80.0,bon,auto,0
24,25900,7800,60,1.7,4,6.0,neutre,personnel,1
39,72700,40500,36,2.9,5,18.6,bon,revolving,0
58,30000,63300,60,3.5,5,42.2,mauvais,revolving,1
52,34500,22500,120,2.5,4,6.5,bon,personnel,0
49,39000,29500,48,3.8,1,18.9,bon,personnel,0
46,110100,23100,180,2.5,5,1.4,mauvais,auto,0
25,36500,20600,84,1.3,3,8.1,bon,auto,0
36,62800,31700,120,11.4,4,5.0,mauvais,auto,0
23,26900,15500,24,18.2,2,28.8,bon,auto,0
57,31900,22800,180,1.1,3,4.8,bon,auto,0
57,36500,14300,12,1.8,3,39.2,bon,revolving,1
32,24700,40600,120,3.7,4,16.4,neutre,personnel,0
34,32800,31800,12,0.3,0,80.0,neutre,revolving,1
35,56600,19900,36,2.5,3,11.7,mauvais,auto,0
64,24300,27600,36,3.3,1,37.9,neutre,immobilier,0
44,36300,23100,84,14.8,0,9.1,neutre,immobilier,0
58,51800,59900,120,2.1,4,11.6,neutre,revolving,0
42,24000,19800,60,1.0,3,16.5,bon,personnel,0
54,62800,42000,84,17.4,2,9.6,neutre,auto,0
46,37700,16400,36,6.8,4,14.5,mauvais,personnel,0
33,33400,47600,240,1.2,0,7.1,mauvais,immobilier,0
63,15000,55600,48,6.5,5,80.0,bon,immobilier,0
55,30100,57500,180,3.8,1,12.7,bon,personnel,0
58,43700,75300,84,5.5,0,24.6,neutre,personnel,0
67,86900,33000,48,5.2,4,9.5,neutre,immobilier,0
32,48200,64000,36,8.4,5,44.3,bon,personnel,0
24,63800,83900,60,7.6,5,26.3,mauvais,personnel,1
49,19800,12300,180,3.6,4,4.1,bon,immobilier,0
36,34100,17600,60,3.8,5,10.3,bon,immobilier,0
41,66900,9400,120,4.6,1,1.4,neutre,auto,0
31,23300,56500,240,3.8,4,12.1,neutre,personnel,0
39,58800,9400,36,4.3,0,5.3,mauvais,immobilier,0
39,52400,7700,60,0.2,5,2.9,bon,immobilier,0
37,41700,12500,60,0.8,4,6.0,bon,auto,0
57,30800,8000,36,2.6,3,8.7,mauvais,revolving,1
49,22200,32500,84,5.5,5,20.9,bon,revolving,0
43,88200,12600,36,0.4,3,4.8,bon,auto,0
25,49800,8200,84,4.6,1,2.4,neutre,auto,1
48,43100,26100,60,0.1,3,12.1,mauvais,personnel,0
28,29500,27200,120,3.3,0,9.2,mauvais,personnel,0
35,37000,7300,60,5.3,5,3.9,mauvais,auto,1
40,39400,16300,60,1.1,3,8.3,bon,immobilier,0
27,44400,25500,36,0.3,0,19.1,mauvais,immobilier,0
39,52400,21000,120,6.0,3,4.0,bon,auto,1
33,24600,21400,48,10.4,3,21.7,bon,immobilier,0
62,17400,61400,60,0.2,5,70.6,bon,personnel,0
62,37900,120900,120,1.0,4,31.9,bon,revolving,1
20,15200,21600,48,1.8,1,35.5,bon,revolving,1
50,30900,10700,36,9.6,0,11.5,mauvais,personnel,1
52,28200,22800,36,0.8,2,27.0,mauvais,immobilier,0
38,46400,30800,60,5.7,4,13.3,bon,revolving,1
43,97900,25900,36,1.2,4,8.8,bon,auto,0
59,15000,41300,36,7.7,5,80.0,bon,immobilier,1
38,113200,126500,36,11.1,4,37.2,neutre,revolving,0
23,32300,8100,48,3.4,3,6.3,mauvais,auto,1
38,43200,18900,48,2.3,4,10.9,neutre,auto,0
32,17900,79100,60,1.6,4,80.0,bon,immobilier,0
39,59800,18700,60,4.2,0,6.3,mauvais,auto,0
31,37100,46800,60,14.4,0,25.2,bon,revolving,0
27,35200,41800,48,1.7,1,29.7,neutre,personnel,1
69,15000,63900,180,2.1,5,28.4,bon,auto,0
26,37700,102700,60,0.5,5,54.5,neutre,auto,0
55,55400,34000,120,2.7,0,6.1,bon,personnel,0
55,32300,7900,60,5.7,5,4.9,bon,auto,0
50,65300,16500,48,2.1,0,6.3,neutre,revolving,0
65,64000,124300,84,0.2,4,27.7,bon,personnel,0
20,26400,10000,36,9.4,3,12.6,neutre,auto,0
35,80600,38100,240,2.5,3,2.4,neutre,personnel,0
29,37100,4600,60,2.2,4,2.5,bon,personnel,0
48,37200,10400,24,2.6,5,14.0,bon,personnel,0
51,38200,50100,48,6.5,4,32.8,neutre,auto,0
64,37600,27600,84,9.9,3,10.5,bon,revolving,0
38,15000,20700,24,6.8,3,69.0,bon,immobilier,0
31,33100,15200,36,0.0,5,15.3,bon,personnel,0
66,18400,6700,180,5.2,4,2.4,bon,personnel,0
53,81900,43700,48,7.1,3,13.3,bon,personnel,0
58,80300,22100,36,3.1,3,9.2,neutre,personnel,0
42,55600,9300,24,7.4,1,8.4,neutre,immobilier,0
42,32200,27500,60,10.7,5,17.1,bon,revolving,1
39,21900,40400,60,6.8,4,36.9,bon,revolving,0
57,26100,23400,60,0.6,0,17.9,mauvais,personnel,0
30,95900,29200,240,7.2,4,1.5,neutre,personnel,0
68,25700,27600,24,10.6,5,53.7,bon,auto,0
28,15000,16400,36,1.6,4,36.4,neutre,auto,0
43,60800,27900,36,0.7,5,15.3,mauvais,personnel,0
35,76900,45000,48,1.1,4,14.6,mauvais,revolving,0
52,83300,55500,24,21.3,5,33.3,bon,immobilier,0
54,61000,46800,48,3.1,3,19.2,neutre,immobilier,0
65,66200,16800,120,2.2,2,2.5,neutre,auto,1
59,37300,42000,36,10.7,2,37.5,neutre,immobilier,0
32,15000,37300,180,0.2,5,16.6,mauvais,auto,1
30,36800,16400,180,4.3,4,3.0,bon,revolving,0
64,49600,19400,60,6.9,0,7.8,bon,revolving,0
44,33900,43300,120,1.0,2,12.8,neutre,personnel,0
24,33200,70500,84,5.4,0,30.3,mauvais,personnel,0
61,22400,7600,48,4.9,5,8.5,mauvais,auto,0
52,22000,84800,60,13.9,2,77.1,bon,personnel,0
21,91000,60800,24,6.0,0,33.4,mauvais,auto,0
59,92700,30900,48,6.6,5,8.3,bon,auto,0
50,36300,22700,120,0.4,5,6.3,mauvais,personnel,0
50,41800,35400,60,1.3,5,16.9,neutre,personnel,0
63,22200,17200,48,3.6,2,19.4,bon,immobilier,0
44,50100,23800,60,4.9,2,9.5,bon,revolving,0
43,87500,9600,240,1.8,3,0.5,bon,immobilier,0
50,16900,8000,24,5.7,4,23.7,bon,revolving,1
29,45800,137700,36,3.3,4,80.0,bon,auto,0
27,47500,28100,36,8.3,3,19.7,mauvais,personnel,0
62,47300,31000,240,6.1,3,3.3,bon,personnel,0
30,82600,26300,60,6.0,0,6.4,mauvais,immobilier,0
45,100500,15100,24,3.9,1,7.5,bon,personnel,0
33,32300,21700,60,20.6,3,13.4,neutre,personnel,0
31,50800,28700,60,2.6,2,11.3,neutre,immobilier,1
49,37900,23400,24,2.7,0,30.9,bon,immobilier,0
60,26500,15900,120,4.1,0,6.0,bon,revolving,0
42,41600,37600,84,3.8,3,12.9,neutre,revolving,1
26,50800,30700,12,0.6,5,60.4,bon,auto,0
32,40500,35400,240,2.7,1,4.4,bon,personnel,0
28,23400,44100,36,3.2,3,62.8,neutre,immobilier,0
64,28800,23900,12,13.2,1,80.0,bon,personnel,0
35,28900,23900,48,0.1,4,20.7,bon,immobilier,0
38,23800,75900,24,5.5,4,80.0,bon,immobilier,1
23,42500,13900,60,8.2,2,6.5,neutre,immobilier,0
42,44800,7200,36,3.8,2,5.4,mauvais,personnel,0
65,59300,39700,36,7.3,3,22.3,bon,revolving,0
40,23700,17300,240,14.3,4,3.6,bon,personnel,0
52,27200,12700,36,1.2,2,15.6,bon,auto,0
29,79000,50000,48,2.9,4,15.8,mauvais,auto,0
27,33400,24300,36,0.4,2,24.3,mauvais,immobilier,0
56,36900,11100,120,0.2,1,3.0,bon,personnel,0
23,33300,104200,36,1.3,3,80.0,bon,revolving,0
42,64000,8700,24,14.5,4,6.8,neutre,immobilier,0
35,65200,25300,120,10.8,5,3.9,neutre,auto,0
20,63400,7200,36,6.5,0,3.8,neutre,auto,0
46,36800,32500,120,5.1,5,8.8,bon,personnel,1
68,23500,17200,60,2.4,4,14.6,bon,immobilier,0
23,95100,47700,120,4.3,1,5.0,bon,auto,0
60,55700,26600,24,3.1,2,23.9,neutre,immobilier,0
46,28900,69200,240,0.9,4,12.0,bon,auto,0
56,74000,19900,36,11.7,1,9.0,bon,immobilier,0
24,27800,8800,24,10.2,2,15.8,mauvais,auto,0
63,73500,31800,84,5.2,3,6.2,mauvais,auto,0
20,76000,22500,36,20.4,4,9.9,neutre,auto,0
65,22900,7500,48,8.5,5,8.2,neutre,auto,0
52,48600,12900,60,5.2,5,5.3,neutre,immobilier,0
36,53700,16100,24,6.3,1,15.0,bon,revolving,0
20,134200,79900,36,1.8,1,19.8,bon,immobilier,0
50,25100,44100,48,1.4,5,43.9,neutre,revolving,1
24,74300,21100,48,8.2,5,7.1,bon,auto,0
50,36600,37400,60,1.5,3,20.4,bon,personnel,0
58,19500,6500,84,3.1,4,4.8,neutre,immobilier,0
33,34200,18100,48,0.6,1,13.2,bon,revolving,0
31,36400,35600,48,8.3,3,24.5,neutre,personnel,0
31,21400,30200,36,2.0,4,47.0,bon,personnel,1
31,42500,18400,36,4.0,1,14.4,mauvais,personnel,0
25,58600,26200,24,0.9,4,22.4,mauvais,revolving,0
32,40900,34100,60,13.9,2,16.7,neutre,immobilier,0
52,27700,26700,36,3.8,3,32.1,bon,personnel,0
35,33700,49200,84,0.3,0,20.9,bon,personnel,0
59,36200,33600,12,0.9,0,80.0,mauvais,immobilier,0
60,40500,38500,24,10.3,3,47.5,bon,immobilier,1
58,63300,89300,36,1.5,4,47.0,neutre,personnel,0
46,41600,48000,48,4.4,3,28.8,bon,immobilier,0
35,18000,91000,60,0.9,4,80.0,mauvais,auto,1
66,27400,16800,60,1.8,4,12.3,bon,immobilier,0
30,39500,8800,240,4.2,4,1.1,neutre,immobilier,0
43,63700,24400,48,1.1,4,9.6,bon,auto,0
42,69500,23000,24,8.7,4,16.5,mauvais,auto,0
57,88200,74700,120,12.2,4,8.5,neutre,personnel,0
47,38800,12200,84,1.1,2,4.5,neutre,immobilier,0
59,53200,25500,24,2.8,2,24.0,bon,revolving,0
65,17500,35700,24,8.5,2,80.0,neutre,personnel,1
39,45000,28900,48,8.1,3,16.1,bon,revolving,0
63,21200,23900,36,1.6,3,37.6,bon,immobilier,1
28,35200,34600,60,4.1,3,19.7,bon,immobilier,0
65,165200,57300,36,0.6,0,11.6,bon,personnel,0
28,42300,78800,240,1.4,2,9.3,neutre,auto,0
62,23600,27500,60,0.4,3,23.3,bon,personnel,0
39,44500,15200,84,20.4,0,4.9,mauvais,auto,1
68,28000,78800,24,1.9,0,80.0,bon,personnel,1
26,22500,12700,60,6.0,5,11.3,bon,personnel,0
43,103900,94200,120,3.0,5,9.1,neutre,personnel,0
65,61900,68900,12,11.6,3,80.0,mauvais,revolving,1
22,43200,76300,60,0.1,0,35.3,bon,auto,0
33,29900,43500,36,7.9,1,48.5,neutre,immobilier,0
24,31100,6100,48,3.9,4,4.9,neutre,personnel,0
36,78500,13000,120,5.6,4,1.7,neutre,revolving,1
39,42300,33400,60,0.2,1,15.8,mauvais,personnel,1
50,15000,16800,84,0.6,0,16.0,bon,personnel,0
32,121800,21600,36,14.9,5,5.9,neutre,personnel,0
27,39800,41300,120,3.5,4,10.4,mauvais,personnel,1
